minuto;2,6min;2,10min;2,15min;2,20min;2,25min;2,30min;2,1h;2,2h;2,3h;2,4h;2,6h;2,8h;2,10h;2,12h;2,18h;2,24h;5,6min;5,10min;5,15min;5,20min;5,25min;5,30min;5,1h;5,2h;5,3h;5,4h;5,6h;5,8h;5,10h;5,12h;5,18h;5,24h;10,6min;10,10min;10,15min;10,20min;10,25min;10,30min;10,1h;10,2h;10,3h;10,4h;10,6h;10,8h;10,10h;10,12h;10,18h;10,24h;20,6min;20,10min;20,15min;20,20min;20,25min;20,30min;20,1h;20,2h;20,3h;20,4h;20,6h;20,8h;20,10h;20,12h;20,18h;20,24h;25,6min;25,10min;25,15min;25,20min;25,25min;25,30min;25,1h;25,2h;25,3h;25,4h;25,6h;25,8h;25,10h;25,12h;25,18h;25,24h;50,6min;50,10min;50,15min;50,20min;50,25min;50,30min;50,1h;50,2h;50,3h;50,4h;50,6h;50,8h;50,10h;50,12h;50,18h;50,24h;100,6min;100,10min;100,15min;100,20min;100,25min;100,30min;100,1h;100,2h;100,3h;100,4h;100,6h;100,8h;100,10h;100,12h;100,18h;100,24h;200,6min;200,10min;200,15min;200,20min;200,25min;200,30min;200,1h;200,2h;200,3h;200,4h;200,6h;200,8h;200,10h;200,12h;200,18h;200,24h;500,6min;500,10min;500,15min;500,20min;500,25min;500,30min;500,1h;500,2h;500,3h;500,4h;500,6h;500,8h;500,10h;500,12h;500,18h;500,24h;1000,6min;1000,10min;1000,15min;1000,20min;1000,25min;1000,30min;1000,1h;1000,2h;1000,3h;1000,4h;1000,6h;1000,8h;1000,10h;1000,12h;1000,18h;1000,24h;10000,6min;10000,10min;10000,15min;10000,20min;10000,25min;10000,30min;10000,1h;10000,2h;10000,3h;10000,4h;10000,6h;10000,8h;10000,10h;10000,12h;10000,18h;10000,24h
16;0.0;0.0;0.0;0.4288;0.4006;0.4599;0.805;0.7397;0.8376;0.8563;0.6983;0.0928;0.0741;0.0619;0.0329;0.0246;0.0;0.0;0.0;0.5423;0.5063;0.5811;1.0162;0.9368;1.0623;1.0869;0.8872;0.118;0.0942;0.0787;0.0419;0.0313;0.0;0.0;0.0;0.6142;0.573;0.6574;1.148;1.0627;1.2072;1.2364;1.0105;0.1345;0.1075;0.0898;0.0478;0.0358;0.0;0.0;0.0;0.6828;0.6367;0.7302;1.2738;1.1832;1.3459;1.3796;1.1285;0.1503;0.1202;0.1004;0.0535;0.04;0.0;0.0;0.0;0.7035;0.6558;0.7519;1.3111;1.2199;1.3886;1.4239;1.1654;0.1552;0.1241;0.1038;0.0553;0.0414;0.0;0.0;0.0;0.769;0.7165;0.8212;1.4304;1.3355;1.5223;1.5624;1.28;0.1706;0.1365;0.1141;0.0609;0.0456;0.0;0.0;0.0;0.7924;0.7416;0.8525;1.4974;1.4207;1.63;1.6792;1.3819;0.1846;0.148;0.1239;0.0663;0.0497;0.0;0.0;0.0;0.8712;0.8162;0.939;1.6528;1.5565;1.7805;1.8311;1.5037;0.2007;0.1607;0.1345;0.0718;0.0538;0.0;0.0;0.0;0.9493;0.8886;1.0218;1.7959;1.7001;1.9489;2.0067;1.6503;0.2204;0.1767;0.1479;0.0791;0.0593;0.0;0.0;0.0;1.0107;0.9458;1.0872;1.9097;1.8119;2.0789;2.1417;1.7624;0.2355;0.1888;0.1581;0.0845;0.0634;0.0;0.0;0.0;1.1967;1.1176;1.2831;2.2452;2.1588;2.4899;2.5729;2.1248;0.2845;0.2284;0.1915;0.1026;0.077
17;0.0;0.0;0.0;0.4126;0.4175;0.4052;0.7566;0.7084;0.7836;0.8226;0.6976;0.0942;0.075;0.0626;0.0333;0.0249;0.0;0.0;0.0;0.5218;0.5277;0.5119;0.9551;0.8972;0.9938;1.0441;0.8863;0.1197;0.0954;0.0796;0.0424;0.0317;0.0;0.0;0.0;0.591;0.5972;0.5791;1.079;1.0178;1.1293;1.1877;1.0094;0.1364;0.1088;0.0908;0.0484;0.0362;0.0;0.0;0.0;0.657;0.6636;0.6432;1.1972;1.1331;1.259;1.3252;1.1274;0.1525;0.1216;0.1015;0.0542;0.0405;0.0;0.0;0.0;0.6769;0.6835;0.6624;1.2322;1.1683;1.299;1.3678;1.1642;0.1575;0.1257;0.1049;0.056;0.0418;0.0;0.0;0.0;0.7399;0.7468;0.7234;1.3444;1.279;1.4241;1.5008;1.2786;0.1731;0.1382;0.1154;0.0616;0.0461;0.0;0.0;0.0;0.7625;0.7729;0.751;1.4073;1.3606;1.5249;1.6131;1.3804;0.1874;0.1499;0.1253;0.0671;0.0503;0.0;0.0;0.0;0.8383;0.8507;0.8272;1.5534;1.4906;1.6656;1.7589;1.5022;0.2036;0.1627;0.136;0.0727;0.0544;0.0;0.0;0.0;0.9134;0.9262;0.9001;1.6879;1.6282;1.8231;1.9276;1.6486;0.2237;0.1789;0.1496;0.08;0.0599;0.0;0.0;0.0;0.9724;0.9857;0.9578;1.7949;1.7353;1.9448;2.0573;1.7606;0.239;0.1911;0.1598;0.0856;0.0641;0.0;0.0;0.0;1.1514;1.1648;1.1303;2.1102;2.0675;2.3293;2.4715;2.1226;0.2887;0.2312;0.1936;0.1039;0.0779
18;0.0;0.0;0.0;0.3455;0.425;0.3683;0.712;0.686;0.7341;0.7872;0.6936;0.0955;0.0759;0.0632;0.0337;0.0251;0.0;0.0;0.0;0.4369;0.5371;0.4653;0.8987;0.8688;0.931;0.9992;0.8813;0.1214;0.0966;0.0805;0.0429;0.032;0.0;0.0;0.0;0.4948;0.6079;0.5264;1.0153;0.9857;1.058;1.1366;1.0037;0.1384;0.1101;0.0918;0.049;0.0366;0.0;0.0;0.0;0.55;0.6754;0.5847;1.1266;1.0973;1.1795;1.2682;1.121;0.1547;0.1231;0.1026;0.0548;0.0409;0.0;0.0;0.0;0.5667;0.6957;0.6021;1.1595;1.1314;1.2169;1.309;1.1576;0.1598;0.1272;0.1061;0.0566;0.0423;0.0;0.0;0.0;0.6195;0.7601;0.6576;1.2651;1.2386;1.3341;1.4363;1.2714;0.1756;0.1399;0.1166;0.0623;0.0466;0.0;0.0;0.0;0.6384;0.7867;0.6826;1.3243;1.3176;1.4285;1.5437;1.3726;0.1901;0.1517;0.1267;0.0679;0.0508;0.0;0.0;0.0;0.7018;0.8658;0.7519;1.4617;1.4435;1.5604;1.6833;1.4936;0.2066;0.1647;0.1375;0.0736;0.055;0.0;0.0;0.0;0.7647;0.9427;0.8182;1.5883;1.5768;1.7079;1.8447;1.6392;0.2269;0.181;0.1512;0.081;0.0606;0.0;0.0;0.0;0.8142;1.0033;0.8706;1.689;1.6805;1.8219;1.9688;1.7506;0.2424;0.1935;0.1616;0.0866;0.0648;0.0;0.0;0.0;0.964;1.1856;1.0274;1.9857;2.0022;2.1821;2.3653;2.1106;0.2929;0.2341;0.1957;0.1051;0.0788
19;0.0;0.0;0.0;0.3268;0.4017;0.3582;0.6707;0.6699;0.6897;0.7512;0.6868;0.0969;0.0769;0.0639;0.0341;0.0254;0.0;0.0;0.0;0.4132;0.5078;0.4526;0.8466;0.8484;0.8747;0.9535;0.8726;0.1232;0.0978;0.0813;0.0434;0.0323;0.0;0.0;0.0;0.468;0.5747;0.512;0.9564;0.9625;0.994;1.0847;0.9938;0.1404;0.1115;0.0928;0.0495;0.0369;0.0;0.0;0.0;0.5203;0.6385;0.5687;1.0612;1.0716;1.1082;1.2103;1.11;0.1569;0.1246;0.1037;0.0554;0.0413;0.0;0.0;0.0;0.536;0.6577;0.5856;1.0923;1.1048;1.1434;1.2492;1.1462;0.1621;0.1288;0.1072;0.0573;0.0427;0.0;0.0;0.0;0.586;0.7186;0.6396;1.1917;1.2095;1.2535;1.3707;1.2589;0.1781;0.1416;0.1179;0.063;0.047;0.0;0.0;0.0;0.6038;0.7437;0.664;1.2475;1.2866;1.3422;1.4732;1.3591;0.1928;0.1535;0.128;0.0687;0.0513;0.0;0.0;0.0;0.6638;0.8185;0.7314;1.3769;1.4096;1.4661;1.6064;1.479;0.2095;0.1667;0.1389;0.0744;0.0556;0.0;0.0;0.0;0.7233;0.8912;0.7958;1.4962;1.5397;1.6047;1.7605;1.6232;0.2302;0.1832;0.1528;0.0819;0.0612;0.0;0.0;0.0;0.7701;0.9485;0.8468;1.591;1.641;1.7118;1.8789;1.7334;0.2459;0.1958;0.1633;0.0876;0.0655;0.0;0.0;0.0;0.9118;1.1208;0.9994;1.8705;1.9551;2.0503;2.2572;2.0899;0.2971;0.2369;0.1978;0.1063;0.0796
20;0.0;0.0;0.0;0.3782;0.3752;0.3697;0.6316;0.6577;0.6508;0.7155;0.6775;0.0982;0.0778;0.0646;0.0344;0.0256;0.0;0.0;0.0;0.4783;0.4743;0.4671;0.7972;0.833;0.8254;0.9082;0.8608;0.1249;0.0989;0.0822;0.0438;0.0327;0.0;0.0;0.0;0.5416;0.5368;0.5284;0.9007;0.945;0.938;1.0331;0.9804;0.1423;0.1128;0.0937;0.0501;0.0373;0.0;0.0;0.0;0.6021;0.5964;0.5869;0.9994;1.052;1.0457;1.1528;1.095;0.1591;0.1261;0.1048;0.056;0.0418;0.0;0.0;0.0;0.6204;0.6143;0.6044;1.0286;1.0847;1.0789;1.1898;1.1307;0.1643;0.1303;0.1083;0.0579;0.0432;0.0;0.0;0.0;0.6782;0.6712;0.6601;1.1222;1.1875;1.1828;1.3055;1.2419;0.1806;0.1432;0.1191;0.0637;0.0475;0.0;0.0;0.0;0.6988;0.6947;0.6852;1.1747;1.2632;1.2665;1.4032;1.3408;0.1955;0.1553;0.1294;0.0694;0.0518;0.0;0.0;0.0;0.7683;0.7646;0.7547;1.2966;1.384;1.3834;1.53;1.459;0.2125;0.1687;0.1404;0.0752;0.0561;0.0;0.0;0.0;0.8371;0.8324;0.8213;1.4089;1.5117;1.5143;1.6768;1.6012;0.2334;0.1854;0.1544;0.0828;0.0618;0.0;0.0;0.0;0.8913;0.886;0.8739;1.4982;1.6111;1.6153;1.7896;1.71;0.2493;0.1981;0.165;0.0885;0.0661;0.0;0.0;0.0;1.0553;1.0469;1.0313;1.7615;1.9195;1.9347;2.1499;2.0617;0.3012;0.2397;0.1998;0.1074;0.0804
21;0.0;0.0;0.0;0.0;0.3663;0.3817;0.5935;0.6475;0.6174;0.6808;0.6662;0.0996;0.0787;0.0652;0.0348;0.0259;0.0;0.0;0.0;0.0;0.4631;0.4824;0.7492;0.8201;0.783;0.8641;0.8464;0.1266;0.1001;0.083;0.0443;0.033;0.0;0.0;0.0;0.0;0.524;0.5456;0.8464;0.9303;0.8898;0.9829;0.964;0.1443;0.1141;0.0947;0.0506;0.0377;0.0;0.0;0.0;0.0;0.5823;0.6061;0.9392;1.0358;0.992;1.0967;1.0766;0.1612;0.1276;0.1059;0.0566;0.0422;0.0;0.0;0.0;0.0;0.5997;0.6241;0.9666;1.0679;1.0235;1.132;1.1118;0.1665;0.1318;0.1094;0.0585;0.0436;0.0;0.0;0.0;0.0;0.6553;0.6816;1.0546;1.1691;1.1221;1.242;1.2211;0.183;0.1449;0.1203;0.0644;0.048;0.0;0.0;0.0;0.0;0.6782;0.7076;1.104;1.2437;1.2014;1.335;1.3183;0.1981;0.1572;0.1307;0.0701;0.0523;0.0;0.0;0.0;0.0;0.7464;0.7794;1.2185;1.3625;1.3123;1.4557;1.4345;0.2153;0.1707;0.1418;0.076;0.0567;0.0;0.0;0.0;0.0;0.8127;0.8481;1.3241;1.4883;1.4365;1.5953;1.5744;0.2365;0.1876;0.1559;0.0836;0.0624;0.0;0.0;0.0;0.0;0.8649;0.9024;1.408;1.5861;1.5323;1.7026;1.6813;0.2527;0.2005;0.1667;0.0894;0.0668;0.0;0.0;0.0;0.0;1.0221;1.065;1.6554;1.8898;1.8353;2.0454;2.0271;0.3053;0.2426;0.2019;0.1085;0.0812
22;0.0;0.0;0.0;0.0;0.3308;0.3753;0.556;0.6379;0.5891;0.6475;0.6531;0.1009;0.0796;0.0659;0.0351;0.0261;0.0;0.0;0.0;0.0;0.4181;0.4742;0.7018;0.8079;0.7472;0.8218;0.8297;0.1282;0.1012;0.0838;0.0447;0.0333;0.0;0.0;0.0;0.0;0.4732;0.5365;0.7928;0.9165;0.8491;0.9349;0.945;0.1462;0.1155;0.0956;0.0511;0.038;0.0;0.0;0.0;0.0;0.5258;0.5958;0.8797;1.0203;0.9466;1.0431;1.0554;0.1633;0.1291;0.107;0.0571;0.0426;0.0;0.0;0.0;0.0;0.5415;0.6136;0.9054;1.052;0.9767;1.0766;1.0899;0.1687;0.1334;0.1105;0.0591;0.044;0.0;0.0;0.0;0.0;0.5917;0.6702;0.9879;1.1517;1.0707;1.1813;1.197;0.1854;0.1466;0.1215;0.065;0.0484;0.0;0.0;0.0;0.0;0.6123;0.6957;1.0341;1.2252;1.1465;1.2697;1.2923;0.2007;0.159;0.132;0.0708;0.0528;0.0;0.0;0.0;0.0;0.674;0.7663;1.1414;1.3423;1.2523;1.3845;1.4063;0.2182;0.1727;0.1433;0.0767;0.0572;0.0;0.0;0.0;0.0;0.7338;0.8338;1.2402;1.4661;1.3707;1.5173;1.5434;0.2396;0.1898;0.1575;0.0844;0.063;0.0;0.0;0.0;0.0;0.781;0.8872;1.3188;1.5625;1.4622;1.6193;1.6482;0.256;0.2028;0.1683;0.0903;0.0674;0.0;0.0;0.0;0.0;0.9229;1.047;1.5506;1.8617;1.7513;1.9454;1.9872;0.3093;0.2454;0.2039;0.1096;0.0819
23;0.0;0.0;0.0;0.0;0.2683;0.3528;0.5189;0.6278;0.5657;0.6161;0.6385;0.1022;0.0805;0.0666;0.0355;0.0264;0.0;0.0;0.0;0.0;0.3391;0.4458;0.655;0.7951;0.7174;0.782;0.8113;0.1299;0.1024;0.0847;0.0451;0.0336;0.0;0.0;0.0;0.0;0.3838;0.5043;0.74;0.902;0.8153;0.8896;0.924;0.148;0.1168;0.0966;0.0515;0.0384;0.0;0.0;0.0;0.0;0.4265;0.5601;0.8211;1.0042;0.909;0.9925;1.0319;0.1654;0.1306;0.108;0.0577;0.0429;0.0;0.0;0.0;0.0;0.4393;0.5768;0.8451;1.0353;0.9378;1.0245;1.0656;0.1709;0.1349;0.1116;0.0596;0.0444;0.0;0.0;0.0;0.0;0.4799;0.63;0.9221;1.1335;1.0281;1.1241;1.1704;0.1878;0.1483;0.1228;0.0656;0.0489;0.0;0.0;0.0;0.0;0.4967;0.6539;0.9652;1.2058;1.1009;1.2081;1.2636;0.2033;0.1608;0.1333;0.0714;0.0533;0.0;0.0;0.0;0.0;0.5467;0.7203;1.0654;1.321;1.2025;1.3174;1.375;0.2209;0.1747;0.1447;0.0774;0.0577;0.0;0.0;0.0;0.0;0.5952;0.7838;1.1576;1.4429;1.3162;1.4437;1.509;0.2427;0.192;0.1591;0.0852;0.0636;0.0;0.0;0.0;0.0;0.6335;0.834;1.231;1.5378;1.404;1.5408;1.6115;0.2592;0.2051;0.17;0.0911;0.068;0.0;0.0;0.0;0.0;0.7486;0.9843;1.4473;1.8322;1.6816;1.8511;1.9429;0.3132;0.2482;0.206;0.1106;0.0827
24;0.0;0.0;0.0;0.0;0.3226;0.3349;0.4831;0.6167;0.5465;0.5869;0.6229;0.1034;0.0814;0.0672;0.0358;0.0266;0.0;0.0;0.0;0.0;0.4077;0.4232;0.6098;0.781;0.6931;0.7449;0.7914;0.1314;0.1036;0.0855;0.0455;0.0339;0.0;0.0;0.0;0.0;0.4614;0.4787;0.6889;0.886;0.7877;0.8474;0.9013;0.1498;0.1181;0.0976;0.052;0.0387;0.0;0.0;0.0;0.0;0.5127;0.5317;0.7644;0.9864;0.8782;0.9455;1.0066;0.1674;0.132;0.1091;0.0582;0.0433;0.0;0.0;0.0;0.0;0.5281;0.5476;0.7868;1.017;0.906;0.9759;1.0395;0.1729;0.1364;0.1127;0.0601;0.0448;0.0;0.0;0.0;0.0;0.577;0.5981;0.8584;1.1134;0.9933;1.0708;1.1417;0.19;0.15;0.124;0.0662;0.0493;0.0;0.0;0.0;0.0;0.5972;0.6208;0.8985;1.1844;1.0636;1.1509;1.2326;0.2057;0.1626;0.1346;0.0721;0.0538;0.0;0.0;0.0;0.0;0.6573;0.6838;0.9918;1.2976;1.1617;1.255;1.3413;0.2236;0.1766;0.1461;0.0781;0.0582;0.0;0.0;0.0;0.0;0.7156;0.7441;1.0777;1.4174;1.2716;1.3753;1.472;0.2456;0.1941;0.1607;0.086;0.0641;0.0;0.0;0.0;0.0;0.7616;0.7918;1.146;1.5106;1.3564;1.4678;1.572;0.2624;0.2074;0.1717;0.0919;0.0686;0.0;0.0;0.0;0.0;0.9;0.9344;1.3473;1.7998;1.6246;1.7634;1.8953;0.317;0.251;0.208;0.1116;0.0834
25;0.0;0.0;0.0;0.0;0.3242;0.3294;0.4493;0.6043;0.5311;0.5601;0.6064;0.1046;0.0823;0.0679;0.0361;0.0268;0.0;0.0;0.0;0.0;0.4098;0.4162;0.5671;0.7653;0.6735;0.7109;0.7704;0.1329;0.1047;0.0864;0.0459;0.0342;0.0;0.0;0.0;0.0;0.4638;0.4708;0.6407;0.8682;0.7654;0.8087;0.8774;0.1515;0.1194;0.0985;0.0524;0.039;0.0;0.0;0.0;0.0;0.5153;0.5229;0.7109;0.9665;0.8533;0.9023;0.98;0.1693;0.1335;0.1102;0.0587;0.0437;0.0;0.0;0.0;0.0;0.5308;0.5385;0.7317;0.9965;0.8804;0.9313;1.012;0.1749;0.1379;0.1138;0.0606;0.0452;0.0;0.0;0.0;0.0;0.5799;0.5881;0.7983;1.091;0.9652;1.0219;1.1114;0.1922;0.1516;0.1252;0.0667;0.0497;0.0;0.0;0.0;0.0;0.6002;0.6105;0.8357;1.1606;1.0334;1.0983;1.1999;0.2081;0.1644;0.136;0.0727;0.0542;0.0;0.0;0.0;0.0;0.6606;0.6725;0.9224;1.2715;1.1288;1.1976;1.3057;0.2262;0.1786;0.1476;0.0788;0.0587;0.0;0.0;0.0;0.0;0.7192;0.7318;1.0023;1.3888;1.2356;1.3125;1.433;0.2484;0.1963;0.1622;0.0867;0.0647;0.0;0.0;0.0;0.0;0.7654;0.7786;1.0658;1.4802;1.318;1.4008;1.5304;0.2654;0.2097;0.1734;0.0927;0.0692;0.0;0.0;0.0;0.0;0.9045;0.9189;1.253;1.7635;1.5786;1.6828;1.8451;0.3206;0.2538;0.21;0.1125;0.0841
26;0.0;0.0;0.0;0.0;0.0;0.31;0.4182;0.5905;0.5187;0.5357;0.5893;0.1057;0.0832;0.0685;0.0364;0.027;0.0;0.0;0.0;0.0;0.0;0.3917;0.5279;0.7479;0.6578;0.68;0.7487;0.1344;0.1058;0.0872;0.0463;0.0344;0.0;0.0;0.0;0.0;0.0;0.4431;0.5964;0.8485;0.7475;0.7736;0.8527;0.1532;0.1207;0.0995;0.0529;0.0393;0.0;0.0;0.0;0.0;0.0;0.4922;0.6618;0.9446;0.8334;0.8631;0.9524;0.1712;0.1349;0.1112;0.0591;0.044;0.0;0.0;0.0;0.0;0.0;0.5068;0.6811;0.9739;0.8598;0.8909;0.9835;0.1768;0.1394;0.1149;0.0611;0.0455;0.0;0.0;0.0;0.0;0.0;0.5536;0.7431;1.0662;0.9427;0.9775;1.0801;0.1943;0.1533;0.1264;0.0673;0.0501;0.0;0.0;0.0;0.0;0.0;0.5746;0.7779;1.1342;1.0094;1.0506;1.1661;0.2103;0.1662;0.1373;0.0733;0.0547;0.0;0.0;0.0;0.0;0.0;0.6329;0.8586;1.2426;1.1025;1.1456;1.269;0.2286;0.1805;0.149;0.0794;0.0592;0.0;0.0;0.0;0.0;0.0;0.6888;0.933;1.3573;1.2068;1.2554;1.3927;0.2511;0.1984;0.1638;0.0874;0.0652;0.0;0.0;0.0;0.0;0.0;0.7329;0.9921;1.4466;1.2873;1.3399;1.4873;0.2683;0.212;0.1751;0.0934;0.0697;0.0;0.0;0.0;0.0;0.0;0.8649;1.1664;1.7235;1.5419;1.6097;1.7931;0.3241;0.2565;0.2121;0.1134;0.0848
27;0.0;0.0;0.0;0.0;0.0;0.2591;0.3902;0.5757;0.5088;0.5139;0.5719;0.1068;0.0841;0.0692;0.0366;0.0273;0.0;0.0;0.0;0.0;0.0;0.3274;0.4925;0.7292;0.6453;0.6523;0.7266;0.1358;0.107;0.088;0.0466;0.0347;0.0;0.0;0.0;0.0;0.0;0.3704;0.5564;0.8272;0.7333;0.742;0.8275;0.1547;0.122;0.1004;0.0533;0.0396;0.0;0.0;0.0;0.0;0.0;0.4114;0.6174;0.9209;0.8175;0.8279;0.9242;0.1729;0.1364;0.1123;0.0596;0.0444;0.0;0.0;0.0;0.0;0.0;0.4237;0.6355;0.9495;0.8435;0.8545;0.9544;0.1786;0.1409;0.116;0.0616;0.0459;0.0;0.0;0.0;0.0;0.0;0.4627;0.6933;1.0395;0.9247;0.9376;1.0482;0.1963;0.1549;0.1276;0.0678;0.0505;0.0;0.0;0.0;0.0;0.0;0.4803;0.7258;1.1058;0.9901;1.0077;1.1316;0.2125;0.168;0.1386;0.0738;0.0551;0.0;0.0;0.0;0.0;0.0;0.5291;0.8011;1.2115;1.0815;1.0989;1.2314;0.2309;0.1824;0.1504;0.08;0.0597;0.0;0.0;0.0;0.0;0.0;0.5757;0.8704;1.3233;1.1838;1.2042;1.3515;0.2537;0.2005;0.1654;0.0881;0.0657;0.0;0.0;0.0;0.0;0.0;0.6126;0.9256;1.4103;1.2628;1.2853;1.4433;0.271;0.2142;0.1768;0.0941;0.0703;0.0;0.0;0.0;0.0;0.0;0.7229;1.0882;1.6803;1.5125;1.5441;1.7401;0.3274;0.2592;0.2141;0.1143;0.0854
28;0.0;0.0;0.0;0.0;0.0;0.2405;0.365;0.5601;0.5008;0.4945;0.5543;0.1078;0.085;0.0699;0.0369;0.0275;0.0;0.0;0.0;0.0;0.0;0.3039;0.4608;0.7094;0.6352;0.6276;0.7042;0.137;0.1081;0.0889;0.047;0.035;0.0;0.0;0.0;0.0;0.0;0.3438;0.5206;0.8048;0.7218;0.714;0.8021;0.1562;0.1232;0.1014;0.0536;0.0399;0.0;0.0;0.0;0.0;0.0;0.3819;0.5776;0.896;0.8047;0.7966;0.8958;0.1745;0.1378;0.1134;0.06;0.0447;0.0;0.0;0.0;0.0;0.0;0.3933;0.5945;0.9237;0.8303;0.8223;0.9251;0.1803;0.1423;0.1171;0.062;0.0462;0.0;0.0;0.0;0.0;0.0;0.4295;0.6486;1.0113;0.9102;0.9022;1.016;0.1981;0.1565;0.1288;0.0683;0.0509;0.0;0.0;0.0;0.0;0.0;0.4459;0.679;1.0758;0.9746;0.9697;1.0969;0.2145;0.1697;0.1399;0.0744;0.0555;0.0;0.0;0.0;0.0;0.0;0.4911;0.7494;1.1786;1.0646;1.0574;1.1936;0.2331;0.1843;0.1518;0.0806;0.0601;0.0;0.0;0.0;0.0;0.0;0.5344;0.8143;1.2874;1.1653;1.1588;1.31;0.2561;0.2026;0.167;0.0887;0.0662;0.0;0.0;0.0;0.0;0.0;0.5686;0.8659;1.3721;1.243;1.2367;1.3989;0.2736;0.2164;0.1784;0.0948;0.0708;0.0;0.0;0.0;0.0;0.0;0.6711;1.0181;1.6347;1.4888;1.4858;1.6866;0.3305;0.2619;0.2161;0.1151;0.0861
29;0.0;0.0;0.0;0.0;0.0;0.315;0.3422;0.544;0.4943;0.4774;0.5368;0.1087;0.0858;0.0705;0.0372;0.0277;0.0;0.0;0.0;0.0;0.0;0.398;0.4319;0.689;0.6269;0.606;0.682;0.1382;0.1091;0.0897;0.0473;0.0352;0.0;0.0;0.0;0.0;0.0;0.4502;0.488;0.7817;0.7124;0.6893;0.7767;0.1576;0.1245;0.1023;0.054;0.0402;0.0;0.0;0.0;0.0;0.0;0.5;0.5414;0.8702;0.7942;0.7691;0.8675;0.1761;0.1391;0.1144;0.0604;0.045;0.0;0.0;0.0;0.0;0.0;0.5149;0.5573;0.8972;0.8194;0.7939;0.8958;0.1819;0.1437;0.1182;0.0625;0.0466;0.0;0.0;0.0;0.0;0.0;0.5624;0.608;0.9823;0.8984;0.8711;0.9839;0.1999;0.158;0.13;0.0688;0.0513;0.0;0.0;0.0;0.0;0.0;0.5838;0.6365;1.0449;0.9619;0.9362;1.0622;0.2164;0.1714;0.1412;0.0749;0.0559;0.0;0.0;0.0;0.0;0.0;0.643;0.7025;1.1448;1.0507;1.0209;1.1559;0.2352;0.1861;0.1533;0.0812;0.0606;0.0;0.0;0.0;0.0;0.0;0.6997;0.7633;1.2504;1.1501;1.1188;1.2685;0.2583;0.2046;0.1685;0.0893;0.0667;0.0;0.0;0.0;0.0;0.0;0.7446;0.8117;1.3327;1.2268;1.194;1.3547;0.276;0.2186;0.1801;0.0955;0.0713;0.0;0.0;0.0;0.0;0.0;0.8787;0.9543;1.5878;1.4694;1.4345;1.6333;0.3334;0.2645;0.2182;0.1159;0.0867
30;0.0;0.0;0.0;0.0;0.0;0.28;0.321;0.5278;0.4887;0.4626;0.5194;0.1096;0.0866;0.0712;0.0374;0.0279;0.0;0.0;0.0;0.0;0.0;0.3538;0.4052;0.6685;0.6198;0.5871;0.66;0.1393;0.1102;0.0905;0.0476;0.0355;0.0;0.0;0.0;0.0;0.0;0.4003;0.4577;0.7584;0.7043;0.6679;0.7516;0.1588;0.1256;0.1033;0.0544;0.0405;0.0;0.0;0.0;0.0;0.0;0.4446;0.5079;0.8443;0.7852;0.7452;0.8395;0.1775;0.1405;0.1155;0.0608;0.0454;0.0;0.0;0.0;0.0;0.0;0.4578;0.5228;0.8705;0.8102;0.7692;0.8669;0.1833;0.1451;0.1193;0.0629;0.0469;0.0;0.0;0.0;0.0;0.0;0.5;0.5703;0.953;0.8882;0.844;0.9521;0.2015;0.1595;0.1312;0.0692;0.0516;0.0;0.0;0.0;0.0;0.0;0.5191;0.597;1.0138;0.951;0.9071;1.0279;0.2181;0.173;0.1425;0.0754;0.0563;0.0;0.0;0.0;0.0;0.0;0.5717;0.659;1.1107;1.0388;0.9891;1.1186;0.237;0.1879;0.1547;0.0817;0.061;0.0;0.0;0.0;0.0;0.0;0.6222;0.716;1.2131;1.1371;1.084;1.2276;0.2604;0.2065;0.1701;0.0899;0.0672;0.0;0.0;0.0;0.0;0.0;0.662;0.7614;1.2929;1.2129;1.1569;1.311;0.2782;0.2207;0.1818;0.0961;0.0718;0.0;0.0;0.0;0.0;0.0;0.7813;0.8952;1.5404;1.4528;1.3898;1.5806;0.3361;0.267;0.2202;0.1167;0.0873
